,id,original_text,text,classification,rationale
4319,5246,"Plays like one long , meandering sketch inspired by the works of John Waters and Todd Solondz , rather than a fully developed story .","plays like one long , meandering sketch inspired by the works of john waters and todd solondz , rather than a fully developed story .",neg,"[0.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
4320,5247,"The film does n't have enough innovation or pizazz to attract teenagers , and it lacks the novel charm that made Spy Kids a surprising winner with both adults and younger audiences .","the film does n't have enough innovation or pizazz to attract teenagers , and it lacks the novel charm that made spy kids a surprising winner with both adults and younger audiences .",neg,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4321,5248,A mawkish self-parody that plays like some weird Masterpiece Theater sketch with neither a point of view nor a compelling reason for being .,a mawkish self-parody that plays like some weird masterpiece theater sketch with neither a point of view nor a compelling reason for being .,neg,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
4322,5249,An average B-movie with no aspirations to be anything more .,an average b-movie with no aspirations to be anything more .,neg,"[0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4323,5252,"The plot is plastered with one Hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults .","the plot is plastered with one hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0]"
4324,5254,A film that suffers because of its many excesses .,a film that suffers because of its many excesses .,neg,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
4325,5255,Too bland and fustily tasteful to be truly prurient .,too bland and fustily tasteful to be truly prurient .,neg,"[1.0, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0]"
4326,5256,"In any case , I would recommend Big Bad Love only to Winger fans who have missed her since 1995 's Forget Paris .","in any case , i would recommend big bad love only to winger fans who have missed her since 1995 's forget paris .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
4327,5257,"But even then , I 'd recommend waiting for DVD and just skipping straight to her scenes .","but even then , i 'd recommend waiting for dvd and just skipping straight to her scenes .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0]"
4328,5258,"Depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it 's being .","depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it 's being .",neg,"[0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
4329,5259,"Nijinsky says , ' I know how to suffer ' and if you see this film you 'll know too .","nijinsky says , ' i know how to suffer ' and if you see this film you 'll know too .",neg,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
4330,5260,` CQ may one day be fondly remembered as Roman Coppola 's brief pretentious period before going on to other films that actually tell a story worth caring about,` cq may one day be fondly remembered as roman coppola 's brief pretentious period before going on to other films that actually tell a story worth caring about,neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4331,5261,The only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie .,the only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie .,neg,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]"
4332,5262,... the story simply putters along looking for astute observations and coming up blank .,... the story simply putters along looking for astute observations and coming up blank .,neg,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0]"
4333,5263,"Instead of contriving a climactic hero 's death for the beloved-major - character-who-shall - remain-nameless , why not invite some genuine spontaneity into the film by having the evil aliens ' laser guns actually hit something for once ?","instead of contriving a climactic hero 's death for the beloved-major - character-who-shall - remain-nameless , why not invite some genuine spontaneity into the film by having the evil aliens ' laser guns actually hit something for once ?",neg,"[0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.0]"
4334,5264,It just did n't mean much to me and played too skewed to ever get a hold on ( or be entertained by ) .,it just did n't mean much to me and played too skewed to ever get a hold on ( or be entertained by ) .,neg,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 1.0, 0.0, 0.5, 0.0]"
4335,5265,This action-thriller/dark comedy is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage .,this action-thriller/dark comedy is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage .,neg,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
4336,5266,MIB II is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything .,mib ii is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything .,neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0]"
4337,5267,That 's because relatively nothing happens .,that 's because relatively nothing happens .,neg,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
4338,5268,"No amount of arty theorizing -- the special effects are ` German-Expressionist , ' according to the press notes -- can render it anything but laughable .","no amount of arty theorizing -- the special effects are ` german-expressionist , ' according to the press notes -- can render it anything but laughable .",neg,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
4339,5269,"Blue Crush follows the formula , but throws in too many conflicts to keep the story compelling .","blue crush follows the formula , but throws in too many conflicts to keep the story compelling .",neg,"[0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]"
4340,5270,Boyd 's screenplay ( co-written with Guardian hack Nick Davies ) has a florid turn of phrase that owes more to Guy Ritchie than the Bard of Avon .,boyd 's screenplay ( co-written with guardian hack nick davies ) has a florid turn of phrase that owes more to guy ritchie than the bard of avon .,neg,"[0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4341,5271,"There 's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination .","there 's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination .",neg,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.0]"
4342,5272,"Jackson shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder .","jackson shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder .",neg,"[0.0, 0.5, 0.5, 1.0, 1.0, 1.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4343,5273,A moving picture that does not move .,a moving picture that does not move .,neg,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
4344,5275,Romething 's really wrong with this ricture !,romething 's really wrong with this ricture !,neg,"[0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
4345,5276,"Its salient points are simultaneously buried , drowned and smothered in the excesses of writer-director Roger Avary .","its salient points are simultaneously buried , drowned and smothered in the excesses of writer-director roger avary .",neg,"[0.0, 0.5, 0.5, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
4346,5277,I 'm not sure these words have ever been together in the same sentence : This erotic cannibal movie is boring .,i 'm not sure these words have ever been together in the same sentence : this erotic cannibal movie is boring .,neg,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 1.0, 0.0]"
4347,5278,"` God help us , but Capra and Cooper are rolling over in their graves . '","` god help us , but capra and cooper are rolling over in their graves . '",neg,"[0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
4348,5279,"... an hour-and-a-half of inoffensive , unmemorable filler .","... an hour-and-a-half of inoffensive , unmemorable filler .",neg,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 1.0, 0.0, 0.0]"
4349,5280,Is it a comedy ?,is it a comedy ?,neg,"[0.0, 0.0, 0.0, 0.5, 0.0]"
4350,5283,A cartoon ?,a cartoon ?,neg,"[0.5, 0.5, 0.5]"
4351,5286,Yes .,yes .,pos,"[0.5, 0.5]"
4352,5288,No. .,no. .,neg,"[0.5, 0.0]"
4353,5289,And that is where Ararat went astray .,and that is where ararat went astray .,neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0]"
4354,5290,It 's a bad sign in a thriller when you instantly know whodunit .,it 's a bad sign in a thriller when you instantly know whodunit .,neg,"[0.0, 0.0, 0.0, 1.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0]"
4355,5291,Has a customarily jovial air but a deficit of flim-flam inventiveness .,has a customarily jovial air but a deficit of flim-flam inventiveness .,neg,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0]"
4356,5292,Eight Legged Freaks wo n't join the pantheon of great monster/science fiction flicks that we have come to love ...,eight legged freaks wo n't join the pantheon of great monster/science fiction flicks that we have come to love ...,neg,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
4357,5293,It gets the details of its time frame right but it completely misses its emotions .,it gets the details of its time frame right but it completely misses its emotions .,neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
4358,5294,"Who , exactly , is fighting whom here ?","who , exactly , is fighting whom here ?",neg,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0]"
4359,5295,"Ah , yes , that would be me : fighting off the urge to doze .","ah , yes , that would be me : fighting off the urge to doze .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
4360,5296,"A kilted Jackson is an unsettling sight , and indicative of his , if you will , out-of-kilter character , who rambles aimlessly through ill-conceived action pieces .","a kilted jackson is an unsettling sight , and indicative of his , if you will , out-of-kilter character , who rambles aimlessly through ill-conceived action pieces .",neg,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
4361,5297,"Contrived , awkward and filled with unintended laughs , the film shows signs that someone other than the director got into the editing room and tried to improve things by making the movie go faster .","contrived , awkward and filled with unintended laughs , the film shows signs that someone other than the director got into the editing room and tried to improve things by making the movie go faster .",neg,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4362,5298,"Starts out with tremendous promise , introducing an intriguing and alluring premise , only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter .","starts out with tremendous promise , introducing an intriguing and alluring premise , only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter .",neg,"[0.0, 0.5, 0.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
4363,5299,The film lapses too often into sugary sentiment and withholds delivery on the pell-mell pyrotechnics its punchy style promises .,the film lapses too often into sugary sentiment and withholds delivery on the pell-mell pyrotechnics its punchy style promises .,neg,"[0.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4364,5300,The only question ... is to determine how well the schmaltz is manufactured -- to assess the quality of the manipulative engineering .,the only question ... is to determine how well the schmaltz is manufactured -- to assess the quality of the manipulative engineering .,neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]"
4365,5301,"Average , at best , I 'm afraid .","average , at best , i 'm afraid .",neg,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5, 0.5, 0.5]"
4366,5302,"This movie is so bad , that it 's almost worth seeing because it 's so bad .","this movie is so bad , that it 's almost worth seeing because it 's so bad .",neg,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
4367,5304,"This movie feel more like a non-stop cry for attention , than an attempt at any kind of satisfying entertainment .","this movie feel more like a non-stop cry for attention , than an attempt at any kind of satisfying entertainment .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 1.0, 0.5, 0.0]"
4368,5306,"Love may have been in the air onscreen , but I certainly was n't feeling any of it .","love may have been in the air onscreen , but i certainly was n't feeling any of it .",neg,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0]"
4369,5307,"In addition to the overcooked , ham-fisted direction , which has all the actors reaching for the back row , the dialogue sounds like horrible poetry .","in addition to the overcooked , ham-fisted direction , which has all the actors reaching for the back row , the dialogue sounds like horrible poetry .",neg,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5, 0.0]"
4370,5308,The very definition of what critics have come to term an `` ambitious failure . '',the very definition of what critics have come to term an `` ambitious failure . '',neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 1.0, 0.0, 0.0]"
4371,5309,It 's as if De Palma spent an hour setting a fancy table and then served up Kraft Macaroni and Cheese .,it 's as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese .,neg,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4372,5310,"The movie ends with outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie .","the movie ends with outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4373,5311,Worthy of the gong .,worthy of the gong .,neg,"[0.5, 0.0, 0.0, 0.0, 0.0]"
4374,5312,"While certainly more naturalistic than its Australian counterpart , Amari 's film falls short in building the drama of Lilia 's journey .","while certainly more naturalistic than its australian counterpart , amari 's film falls short in building the drama of lilia 's journey .",neg,"[0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4375,5313,I found the movie as divided against itself as the dysfunctional family it portrays .,i found the movie as divided against itself as the dysfunctional family it portrays .,neg,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
4376,5314,"The soul-searching deliberateness of the film , although leavened nicely with dry absurdist wit , eventually becomes too heavy for the plot .","the soul-searching deliberateness of the film , although leavened nicely with dry absurdist wit , eventually becomes too heavy for the plot .",neg,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0]"
4377,5315,The movie does n't add anything fresh to the myth .,the movie does n't add anything fresh to the myth .,neg,"[0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
4378,5316,As inept as big-screen remakes of The Avengers and The Wild Wild West .,as inept as big-screen remakes of the avengers and the wild wild west .,neg,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0]"
4379,5317,"Comes across as a relic from a bygone era , and its convolutions ... feel silly rather than plausible .","comes across as a relic from a bygone era , and its convolutions ... feel silly rather than plausible .",neg,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
4380,5318,Moves in such odd plot directions and descends into such message-mongering moralism that its good qualities are obscured .,moves in such odd plot directions and descends into such message-mongering moralism that its good qualities are obscured .,neg,"[0.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0]"
4381,5319,"It 's a very sincere work , but it would be better as a diary or documentary .","it 's a very sincere work , but it would be better as a diary or documentary .",pos,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4382,5320,"Once one experiences Mr. Haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else .","once one experiences mr. haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.5, 0.5, 0.0]"
4383,5322,That chirpy songbird Britney Spears has popped up with more mindless drivel .,that chirpy songbird britney spears has popped up with more mindless drivel .,neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
4384,5323,"It 's a loathsome movie , it really is and it makes absolutely no sense .","it 's a loathsome movie , it really is and it makes absolutely no sense .",neg,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
4385,5324,A chiller resolutely without chills .,a chiller resolutely without chills .,neg,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4386,5325,"For those of us who respond more strongly to storytelling than computer-generated effects , the new Star Wars installment has n't escaped the rut dug by the last one .","for those of us who respond more strongly to storytelling than computer-generated effects , the new star wars installment has n't escaped the rut dug by the last one .",neg,"[0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4387,5326,"The director mostly plays it straight , turning Leys ' fable into a listless climb down the social ladder .","the director mostly plays it straight , turning leys ' fable into a listless climb down the social ladder .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4388,5327,"`` Bad '' is the operative word for `` Bad Company , '' and I do n't mean that in a good way .","`` bad '' is the operative word for `` bad company , '' and i do n't mean that in a good way .",neg,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
4389,5328,"Though Frida is easier to swallow than Julie Taymor 's preposterous Titus , the eye candy here lacks considerable brio .","though frida is easier to swallow than julie taymor 's preposterous titus , the eye candy here lacks considerable brio .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0]"
4390,5329,"Drumline is -- the mere suggestion , albeit a visually compelling one , of a fully realized story .","drumline is -- the mere suggestion , albeit a visually compelling one , of a fully realized story .",pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0]"
4391,5330,The whole movie is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well .,the whole movie is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well .,neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0]"
4392,5332,Billy Crystal and Robert De Niro sleepwalk through vulgarities in a sequel you can refuse .,billy crystal and robert de niro sleepwalk through vulgarities in a sequel you can refuse .,neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4393,5333,It 's loud and boring ; watching it is like being trapped at a bad rock concert .,it 's loud and boring ; watching it is like being trapped at a bad rock concert .,neg,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
4394,5334,"Merely ( and literally ) tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense .","merely ( and literally ) tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense .",neg,"[0.0, 0.5, 0.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4395,5335,"If you want a movie time trip , the 1960 version is a far smoother ride .","if you want a movie time trip , the 1960 version is a far smoother ride .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
4396,5337,"The story is -- forgive me -- a little thin , and the filmmaking clumsy and rushed .","the story is -- forgive me -- a little thin , and the filmmaking clumsy and rushed .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0]"
4397,5338,"... grows decidedly flimsier with its many out-sized , out of character and logically porous action set pieces .","... grows decidedly flimsier with its many out-sized , out of character and logically porous action set pieces .",neg,"[0.0, 0.5, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
